index,IPA Transcription,Gloss,Translation,Word
2970,jáŋú rɔ́mɔ̀ ùnːɛ́ːɾɛ̀,? CLl.ram.ACC yesterday,I saw the rams yesterday,jáŋú rɔ́mɔ̀ ùnːɛ́ːɾɛ̀
2971,jáŋú ŋ́rɔ́mɔ̀ ùnːɛ̀ːɾɛ̀,? CLŋ.rams.ACC yesterday,I saw the rams yesterday,jáŋú ŋ́rɔ́mɔ̀ ùnːɛ̀ːɾɛ̀
2972,ùnːɛ́ːɾɛ̀,yesterday,yesterday,ùnːɛ́ːɾɛ̀
2973,èd̪ɔ̀ɽɔ́l,CLj.tortoise,tortoise,èd̪ɔ̀ɽɔ̀l
2974,àn èd̪ɔ̀ɽɔ̀l jɛ́,FOC CLj.tortoise CLj-DEM,this is a tortoise,àn èd̪ɔ̀ɽɔ̀l jɛ́
2975,èd̪ɔ̀ɽɔ̀l jàdíjà ŋàù kàɾì,CLj.tortoise CLj-live water inside,the tortoise stays in the water,èd̪ɔ̀ɽɔ̀l jà-díjà ŋàù kàɾì
2976,èd̪ɔ̀ɽɔ̀l jàdíjà ŋàù kàɾì ,CLj.tortoise CLj-live water inside,The tortoise stays in the water,èd̪ɔ̀ɽɔ̀l jà-díjà ŋàù kàɾì
2977,ŋàù,CLŋ.water,Water,ŋàù
2978,èd̪ɔ̀ɽɔ̀l jècèlò,CLj.tortoise CLj-good,The tortoise is good,èd̪ɔ̀ɽɔ̀l j-ècèlò
2979,èd̪ɔ̀ɽɔ̀l jɛ́ ànŋúl jèrá mɔ̀lɔ̀,CLj.tortoise CLj-DEM FOC-3PL young still,The tortoises are still young,èd̪ɔ̀ɽɔ̀l jɛ́ àn-ŋúl jèrá mɔ̀lɔ̀
2980,ànŋúl,,they,àn-ŋúl
2981,jèrá,,young,jèrá
2982,lìɟí ìlàlír lɜ̀ù làjjà,,Some of our people eat (tortoise),lìɟí ìlàlír l-ɜ̀ù là-jjà
2983,lɜ̀ù,CLl-some,some,l-ɜ̀ù
2984,lìɟí ìlàlír lɜ̀ù lɛ̀jjà èd̪ɔ̀ɽɔ̀lɛ̀,CLl.people our CL-some CLl-eat CLj.tortoise-ACC,Some of our people eat tortoise,lìɟí ìlàlír l-ɜ̀ù l-ɛ̀jjà èd̪ɔ̀ɽɔ̀l-ɛ̀
2985,ìlàlír,,our,
2986,lɜ̀ù lɛjja ed̪ɔɽɔlɛDEL,,,
2987,èd̪ɔ̀ɽɔ̀l jājjínɔ̀ ŋɔ̀ɽɔ̀mɛ̀,CLj.tortoise CLj-eat-PASS stealth,Tortoises eat in secret,èd̪ɔ̀ɽɔ̀l jā-jjínɔ̀ ŋɔ̀ɽɔ̀mɛ̀
2988,íŋgájjà,1SG-eat,I'm eating,íŋg-ájjà
2989,íŋgájjínɔ̀,1SG-eat.PASS,I'm feeding (myself),íŋg-ájjínɔ̀
2990,èd̪ɔ̀ɽɔ̀l jɔ̀lá nít̪lɔ̀ ànú ɔ̀ɾàgícɔ̀,CLj.tortoise CLj-long CLn.years FOC??? very,Tortoises live for many years,èd̪ɔ̀ɽɔ̀l j-ɔ̀lá nít̪lɔ̀ ànú ɔ̀ɾàgícɔ̀
2991,èd̪ɔ̀ɽɔ̀l jɔ̀lá nít̪lɔ̀ ànú,CLj.tortoise CLj-long CLn.years FOC??? very,Tortoises live for many years,èd̪ɔ̀ɽɔ̀l j-ɔ̀lá nít̪lɔ̀ ànú ɔ̀ɾàgícɔ̀
2992,jɔ̀lá,CLj-long,long,j-ɔ̀lá
2993,nít̪lɔ̌,CLn.years,years,nít̪lɔ̀
2994,ànú,FOC???,,
2995,àɟà kɛ̀nɛ́ jàdíjà nìt̪lɔ́ íríjɛ́ jɛ̀ɽcàn,sometimes CLj-live NUM:10 CLj-NUM:2,sometimes tortoises live for ̩20 years,àɟà kɛ̀nɛ́ jà-díjà nìt̪lɔ́ íríjɛ́ j-ɛ̀ɽcàn
2996,àɟà kèné,,sometimes,
2997,jàdíjà,CLj-live,live,jà-díjà
2998,nìt̪lɔ́,CLn.years,years,nít̪lɔ̀
2999,īɾíjɛ́ kɛ̄ɽcàn,NUM:10 CLg-NUM:2,20,īɾíjɛ́ k-ɛ̄ɽcàn
3000,èd̪ɔ̀ɽɔ̀l jɛ̀rdɔ́ élà lɔ́ɾɔ́ kàbàɽà tɔ̀r,tortoise CLj-have CLg.shell CLg-hard very,Tortoises have a very hard shelled back,èd̪ɔ̀ɽɔ̀l j-ɛ̀rdɔ́ élà l-ɔ́ɾɔ́ k-àbàɽà tɔ̀r
3001,lɔ́ɾɔ́,CLl.back,back,lɔ́ɾɔ́
3002,élà kéd̪ɔ̀ɽɔ̀l kècèló nànù,shell ?-tortoise CLg-good ???,the tortoise's shell is good,élà kéd̪ɔ̀ɽɔ̀l kècèló nànù
3003,èd̪ɔ̀ɽɔ̌l nɛ̀ r̩ŋɔ̌ làdíjà dɔ̀,CLj.tortoise and CLr.snake 3PL-live together,the tortoise and the snake live together,èd̪ɔ̀ɽɔ̌l nɛ̀ r̩ŋɔ̌ là-díjà dɔ̀
3004,nɛ̀,and,and,nɛ̀
3005,èd̪ɔ̀ɽɔ̌l r̩ŋɔ̌ nɛ̀ ðɔ́tɔ́ làdíjà dɔ̀,CLj.tortoise CLr.snake and CLð.lizard 3PL-live together,"The tortoise, the snake and the lizard live together",èd̪ɔ̀ɽɔ̌l r̩ŋɔ̌ nɛ̀ ðɔ́tɔ́ là-díjà dɔ̀
3006,èd̪ɔ̀ɽɔ̀l ŋá rŋɔ̀ gɛ́ nɛ̀ ðɔ́tɔ́ làdíjà dɔ̀,CLj.tortoise ASSOC.PL CLr.snake CLg-??? and CLð.lizard 3PL.live together,"The tortoise, the snake and the lizard live together",èd̪ɔ̀ɽɔ̀l ŋá rŋɔ̀ g-ɛ́ nɛ̀ ðɔ́tɔ́ là-díjà dɔ̀
3007,rŋɔ̀ gɛ́,CLr.snake CLg-with??,,rŋɔ̀ g-ɛ́
3008,èd̪ɔ̀ɽɔ̀l ŋá rŋɔ̀ rɛ́ nɛ̀ ðɔ́tɔ́ làdíjà dɔ̀,CLj.tortoise CLr.snake CLr-??? and CLð.lizard 3PL-live together,"The tortoise, the snake and the lizard live together",èd̪ɔ̀ɽɔ̀l ŋá rŋɔ̀ r-ɛ́ nɛ̀ ðɔ́tɔ́ là-díjà dɔ̀
3009,èd̪ɔ̀ɽɔ̀l ŋá ðɔ́tɔ́ ðɛ́ nɛ̀ rŋɔ̌ làdíjà dɔ́,CLj.tortoise ASSOC.PL CLð.lizard CLð-??? and CLr.snake together,"The tortoise, the lizard and the snake live together",èd̪ɔ̀ɽɔ̀l ŋá ðɔ́tɔ́ ð-ɛ́ nɛ̀ rŋɔ̌ là-díjà dɔ́
3010,èd̪ɔ̀ɽɔ̀l ŋá ðɔ́tɔ́ ŋá nɛ̀ rŋɔ̀ ŋá làdíjà dɔ̀,CLj.tortoise ASSOC.PL CLð.lizard ASSOC.PL and CLr.snake ASSOC.PL 3PL-live together,"The tortoise, the lizard and the snake live together",èd̪ɔ̀ɽɔ̀l ŋá ðɔ́tɔ́ ŋá nɛ̀ rŋɔ̀ ŋá là-díjà dɔ̀
3011,èd̪ɔ̀ɽɔ̀l ŋá rŋɔ̀ gɛ́ làdíjà dɔ̀,CLj.tortoise ASSOC.PL CLr.snake CLg-??? 3PL-live together,The tortoise and the snake live together,èd̪ɔ̀ɽɔ̀l ŋá rŋɔ̀ g-ɛ́ làdíjà dɔ̀
3012,kə̀t̪ɛ̀ví àprɛ̀ɲā ŋàɲà,CLg-cut-CAUS CLj.boy-ACC CLŋ.grass,He made the boy cut the grass,kə̀-t̪ɛ̀v-í àprɛ̀-ɲā ŋàɲà
3013,kə̀t̪ɛ̀ví àprɛ̀ɲà ŋàɲà,CLg-cut-CAUS CLj.boy-ACC CLŋ.grass,He made the boy cut the grass,kə̀-t̪ɛ̀v-í àprɛ̀-ɲā ŋàɲà
3014,kə̀t̪ɛ̀ví,CLg-cut-CAUS,X made Y cut,kə̀-t̪ɛ̀v-í
3015,àprí jàɾɔ́ jə̀t̪ə̀vá ŋàɲà,CLj.boy CLj-say CLj-cut CLŋ.grass,The boy said he would cut the grass,àprí jà-ɾɔ́ jə̀-t̪ə̀vá ŋàɲà
3016,jə̀t̪ə̀vá ŋàɲà,CLj-cut CLŋ.grass,,jə̀-t̪ə̀vá ŋàɲà
3017,àprí jàdúɾɔ̀ ðə̀t̪ə̀vá ŋàɲà,CLj.boy CLj-want INF-cut CLŋ.grass,The boy wants to cut the grass,àprí jà-dúɾɔ̀ ðə̀-t̪ə̀vá ŋàɲà
3018,ðə̀tə̀vá,INF-cut,to cut,ðə̀-tə̀vá
3019,àdʒà kɛ̀nːɛ̀ kɛ̀vi̋       ɛ̀màɽðɛ́n ŋárdɛ̂ ŋɔ̀ɾà ŋìɽìtʃi̋n,,,"àdʒà kɛ̀-nːɛ̀ kɛ̀-vi̋       ɛ̀màɽðɛ́n ŋárdɛ̂ ŋɔ̀ɾà ŋ-ìɽìtʃi̋n
"
3020,wɛ̌ ŋútìðɔ̀ ìðɔ̀ kə́ɽá ŋárt̪ɛ̀ bú kìli̋,,,
3021,ápǎ ̀ lùriɔ̀,,,
3022,wɛ nura kiɽa ŋimɛ ŋalundɔ ŋaɾbirtɛ ndað,,,wɛ nɛ ura kiɽa ŋimɛ ŋalundɔ ŋaɾbirtɛ ndað
3023,Wɛ ŋirɛ ŋit̪iji ðað ŋadʒivɛt̪ɛ alu,,,
3024,"Wɛ ŋuɽit̪a ndun ŋart̪ɛ liŋgɛn jadʒɛða alu, jit̪iji ðað.",,,
3025,wɛ nɛ lɛŋgɛn ŋidɔŋðɛ urɛ kɛr lɔmt̪ɔra lititʃan,,,
3026,Ŋart̪ɛ bu apa luriɔ kili,,,
3027,wɛ ura kɛr lɔmt̪ɔra lititʃan ŋirɛ ŋitiji ðað bat̪ɛn,,,
3028,"Wɛ ŋuɽiða ŋart̪ɛ lɛŋgɛn, jit̪iji ðað jadʒiva alu",,,
3029,wɛ lɛŋgɛn ŋidɔŋðɛ ura kɛr lɔmt̪ɔra lititʃin ŋart̪ɛ bu ili aɾɛ apa luriɔ,,,
3030,"Wɛ ura kɛr lɔmt̪ɔra lititʃin ŋirɛ ŋadiɾi ðað, ",,,
3031,ŋɛrɛ tʃur ɲo ŋapa luriɔ mɛna kili,,,
3032,"Wɛ nit̪ɔŋ dun, nɛ lɛŋgɛn ŋamɲit̪ɛ ðiɲu, larɔ lamɲit̪ɛ ðiɲu tasa.",,,
3033,"nɛ lɛŋgɛn viɽin, ŋimɛ luɾiɔ ŋiɾɔðɛ ŋutʃɔ ŋitʃilu lɛŋgiɲɛ ŋɔmɔ, lamɲɛt̪ɛ ðiɲu tasa.",,,
3034,"Wɛ an t̪a, ðiŋiɾɔ ðɛ ðid̪uɾɔt̪ɔ t̪a.",,,
3035,dɔ́ŋðɔ́,,push,
3036,kúkù kàdɔ́ŋðɛ̌ álɛ̀,,Kuku pushed the stone (away),
3037,kúkú kàdɔ́ŋðɛ̀ álɛ̀,,Kuku pushed the stone (away),
3038,kúkú kàdɔ̀ŋðɔ́ álɛ̀,,Kuku pushed the stone (towards),
3039,kàdɔ̀ŋðɔ́ alɛ̀,,...pushed the stone (towards),
3040,kúkú kádɔ́ŋðà álɛ̀,,Kuku will push the stone (away),
3041,kúkù kádɔ́ŋðà álɛ̀,,Kuku will push the stone (away),
3042,kàdɔ́ŋðɛ̌,,he pushed (away),
3043,kúkù kâdɔ̀ŋðɔ́ álɛ̀,,Kuku will push the stone (towards),
3044,kúkù ŋgárdɔ̀ŋðà álɛ̀,,Kuku pushes the stone everyday,
3045,(yeah) kúkù ŋgárdɔ̀ŋðà álɛ̀,,(yeah) Kuku pushes the stone everyday,
3046,kúkú kàdɔ́ŋðàt̪ɛ̀ álɛ́ lʊ́bʊ̀,,Kuku pushed the stone into the hole,
3047,lʊ́bʊ̀,,hole,
3048,dɔ́ŋðɔ́ álɛ̀,,push the stone (away)!,
3049,dɔ̀ŋðá álɛ̀,,push the stone (towards)!,
3050,lùrìjɔ̀,,cucumber,
3051,lùrìjɔ̌ lɪ̀tʃə̀lò,,cucumber is good,
3052,ŋùrìjɔ̌ ŋɪ̀tʃə̀lò,,the cucumbers are good,
3053,ðə̀gʊ̀bʊ́l,,pumpkin,
3054,ðə̀gʊ̀bʊ́l ðɪ̀tʃə̀lò,,the pumpkin is good,
3055,bʊ̀gʊ́l,,pumpkins,
3056,bʊ̀gʊ́l kɪ̀tʃə̀lò,,pumpkins are good,
3057,ŋòɽón,,black squirrel,ŋòɽón
3058,ŋòɽòn,,black squirrel,ŋòɽón
3059,ŋ̀cɔ́lɔ́,,,
3060,the brown squirrel is good,,,
3061,brown squirrel,,,
3062,black squirrel is good,,,
3063,ant,,,
3064,palm of hand,,,
3065,palms of hand,,,
3066,DEL,,,
3067,hand,,,
3068,this hand,,,
3069,thorn,,,
3070,this thorn,,,
3071,thorn is good,,,
3072,back,,,
3073,brothers,,,
3074,back is good,,,
3075,brothers are good,,,
3076,to marry,,,
3077,marry!,,,
3078,bamboo gate,,,
3079,waterskin,,,
3080,laː,,,
3081,waterskins,,,
3082,ŋaː,,,
3083,waterskins are good,,,
3084,roof pole ,,,
3085,roof pole,,,
3086,curse (n?),,,
3087,to curse,,,
3088,insult!,,,
3089,he insulted Kuku,,,
3090,chicken,,,
3091,chicken is good,,,
3092,roof pole is good,,,
3093,insult Kuku!,,,
3094,What happened to Kuku and Kaka?,,,
3095,àn ɔ́ndɪ̀ kɪ́ðìnt̪ɔ́ t̪ólìɲà,,what happened to the lion?,
3096,àn ɔ́ndɪ̀ kíðìnt̪ɔ́ t̪ólìɲà,,what happened to the lion?,
3097,t̪òlí t̪ìðìnt̪ɔ́ ɔ́ndɪ̌,,what happened to the lion?,
3098,t̘á kúkù r̀lɛ̀ɲì,,Kuku chased it away,
3099,kúkù kárlɛ̀ɲì t̪ólìɲà,,Kuku chased the lion away,
3100,t̪òlé t̪á kúkù r̀lɛ̀ɲì,,the lion Kuku chased away,
3101,àn ɔ́ndɪ̀ kɛ́ðɪ̀nt̪ɔ́ ŋútʃɔ̀,,what happened to the soup?,
3102,àn ɔ́ndɪ̀ kɛ́ðɪ̀nt̪ɔ́ ŋútʃɔ́ ùnɛ̀ɾɛ̀,,what happened to the soup yesterday?,
3103,ŋútʃɔ́ ŋɪ̀tʃə̀lò,,soup is good,
3104,ŋútʃɔ́ ŋɪ̀ðɪ̀nt̪ɔ́ ɔ́ndɪ̀,,what happened to the soup yesterday?,
3105,ɲìjɔ́l kúkù,,Kuku ate it (the soup),
3106,kúkù kìjɔ́ ŋútʃɔ̀,,Kuku ate the soup,
3107,ŋútʃɔ́ ŋìjɔ́l kúkù,,the soup Kuku ate,
3108,ŋútʃɔ́ ŋìjìnɔ̀,,the soup was eaten,
3109,lɛvɛr,,yard,
3110,ǎn ɔ́ɟɔ́ kâŋt̪ɔ́ kúkù nɛ̀ lɛ̀vɛ̀r,,who did Kuku see in the field?,
3111,kúkù kâŋt̪ɔ́ ɔ́ɟɔ́ nɛ̀ lɛ̀vɛ̀r,,who did Kuku see in the field?,
3112,kúkù kâŋt̪ɔ́ ɔ́ɟɔ́ŋ nɛ̀ lɛ̀vɛ̀r,,who did Kuku see in the field?,
3113,kúkù kâŋt̪ɔ́ kórìŋ nɛ̀ lɛ̀vɛ̀r,,Kuku saw Kori in the field,
3114,kúkù kâŋt̪ɔ́ kórìŋú nɛ̀ lɛ̀vɛ̀r,,Kuku saw Kori in the field,
3115,àn ɔ́ɟɔ́ bɛ́tɛ̀ń kâŋt̪ɔ́ kúkù nɛ̀ lɛ̀vɛ̀r,,who else did Kuku see in the field?,
3116,kúkù kàŋt̪ɔ́ kákàŋú bɛ́tɛ̀n nɛ̀ lɛ̀vɛ̀r,,Kuku also saw Kaka in the field,
3117,kúkù bɛ́tɛ̀n kâŋt̪ɔ́ kákàŋú nɛ̀ lɛ̀vɛ̀r,,Kuku also saw Kaka in the field,
3118,àn kákà bɛ́tɛ̀ń kâŋtɔ́ kúkù nɛ̀ lɛ̀vɛ̀r,,Kuku saw Kaka also in the field,
3119,kúkù kâŋtɔ́ kɔ́rìŋú nɛ̀ lɛ̀vɛ̀r dɛ̀,,Kuku didn't see Kɔɾi in the field,
3120,àn kákà kâŋtɔ́ kúkù nɛ̀ lɛ̀vɛ̀r,,...Kuku saw Kaka in the field,
3121,àn kákà kâŋtɔ́ŋ nɛ̀ lɛ̀vɛ̀r,,he saw KAKA in the field,
3122,"kúkù kâŋtɔ́ kɔ́rìŋú nɛ̀ lɛ̀vɛ̀r dɛ̀, àn kákà kâŋtɔ́ŋ nɛ̀ lɛ̀vɛ̀r",,"Kuku didn't see Kɔɾi in the field, he saw Kaka",
3123,ùrnɔ̀ kàró àpɾí jɜ́ùrmùðɔ̀,,Grandpa said that the boy laughed,
3124,"jɛ́ûrmùðɔ̀, jɛ́ûrmùðɔ̀",,"I laughed, I laughed",
3125,jɛ́ûrmùðɔ̀,,I laughed,
3126,ùrnɔ̀ kàrɔ́ jɛ́ûrmùðɔ̀,,grandpa said he laughed,
3127,ùrnɔ̀ kàrɔ́ àprí jàŋó t̪òlèɲá,,grandpa said the boy saw a lion,
3128,ùrnɔ̀ kàrɔ́ t̪àŋó àprí,,grandpa said the boy saw it,
3129,jàŋó,,(the boy) saw,
3130,kàrɔ́ àprí t̪àŋó àprí,,he said the boy saw it,
3131,ùrnɔ̀ kàrɔ́ t̪àŋó,,grandpa said he saw it,
3132,ùrɔ̀...ùrnɔ̀ kàrɔ́ t̪àŋòŋ,,grandpa said he saw it,
3133,ùrnɔ̀ kàrɔ́ t̪àŋòŋ,,grandpa said he saw it,
3134,kàrɔ́ t̪àŋòŋ,,he said he saw it,
3135,kàrɔ́gɛ́ ùrnɔ̀ t̪àŋòŋ,,grandpa said he saw it,
3136,t̪àrɔ́t̪ɛ́ ùrnɔ̌ t̪àŋòŋ,,grandpa said he saw it,
3137,t̪àrɔ́t̪ɛ́ ùrnɔ̀ t̪àŋòŋ,,grandpa said he saw it,
3138,t̪àrɔ́t̪ɛ́ ɔ́ɟɔ́ t̪àŋòŋ,,who said that he saw it?,
3139,t̪àrɔ́t̪ɛ́ ɔ́ɟɔ́ kàŋǒŋ,,who said that he saw it?,
3140,t̪àrɔ́ŋt̪ɛ́ t̪àŋòŋ,,he said that he saw it,
3141,ùrnɔ̀ kàrɔ́ t̪á àprí jàŋó...àprí jɛ́ùrmùðɔ̀,,grandpa said that the boy saw...the boy laughed,
3142,ùrnɔ̀ kàrɔ́ t̪á t̪àŋòŋ,,grandpa said he saw it,
3143,t̪àrɔ́t̪ɛ́ t̪á úrnɔ̀ t̪àŋòŋ,,grandpa said he saw it,
3144,t̪àrɔ́ŋt̪ɛ́ t̪á t̪àŋòŋs,,he said he saw it,
3145,t̪ə́vɔ́,,cut once,
3146,t̪ə́vɔ̂,,cut,
3147,t̪ə́vɔ́ ðàr,,cut the rope,
3148,jít̪ə̀vìnɔ̀,,i cut myself,
3149,jít̪ə̀vìnɔ́ únɛ̄rɛ̀,,i cut myself yesterday,
3150,íŋgát̪ə́vìnɔ̀,,i am about to cut myself,
3151,íŋgát̪ə́vìnɔ̀ tʃàt̪à,,I am going to cut myself today,
3152,lɔ́mán lɛ́,,today (this day),
3153,ŋi,,myself,
3154,bú àt̪ə́vìnɛ̀,,go and cut yourself,
3155,bú àt̪ə́vìnɛ̀ írdɔ́ gɛ̂,,go and cut yourself with a knife,
3156,bú àt̪ə́vìnɛ̀ írdɔ́ gɛ́ ndɔ̀bà,,go and cut yourself with a knife tomorrow,
3157,át̪ə́vìnɛ̀,,you cut yourself (DEP form),
3158,búr,,go (2PL),
3159,búr ɲát̪ə́vìnɛ̌,,go and cut yourselves,
3160,búr ɲát̪ə́vìnɛ̌ írdɔ́ gɛ́ ndɔ̀bà,,go (pl) and cut yourselves with a knife,
3161,bú ɲát̪ə́vìnɛ̀ írdɔ́ gɛ́ ndɔ̀bà,,go (pl) and cut yourselves with a knife,
3162,bú ɲát̪ə́vìnɛ̌,,go and cut yourselves,
3163,bú àtə́vɛ̀ ðàr,,go and cut the rope,
3164,bú àtə́vɛ̌ ðàr,,go and cut the rope,
3165,íŋgɛ́lǎ jít̪ə́vɛ̀ ðàr,,I am going to cut the rope (to another location),
3166,íŋgɛ́là jít̪ə́vɛ̌ ðàr,,I am going to cut the rope (to another location),
3167,íŋgɛ́là jít̪ə́vɛ̀ ðàr,,I am going to cut the rope (to another location),
3168,íŋgát̪ə̀vɔ́ ðár,,I will cut the rope,
3169,íŋgɛ́là íŋgát̪ə̀vɔ́,,I am going to cut,
3170,íŋgɛ́là íŋgát̪ə̀vɔ́ ðàr,,I'll go cut the rope (and come back),
3171,íŋgɛ́là íŋgát̪ə̀vɔ́ ðár,,I'll go cut the rope (and come back),
3172,íŋgɛ́là jít̪ə́vɛ̀ ðár,,I'll go cut the rope (won't necessarily come back),
3173,íŋgát̪ə̀vɔ́ ðàr,,I will cut the rope,
3174,íŋgát̪ə̀vɔ́,,Parts of: I'll go cut the rope (and come back),
3175,ágɛ́là àt̪ə́vɛ̀ ðàr,,you are going to cut the rope,
3176,ágɛ́là áɡát̪ə̀vɔ́ ðàr,,you are going to cut the rope,
3177,ágɛ́là àt̪ə́vɛ̀ ðár,,you are going to cut the rope,
3178,ágɛ́là át̪ə́vɛ̌,,Parts of: you are going to cut the rope,
3179,át̪ə́vɛ̀,,Parts of: you are going to cut the rope,
3180,ágɛ́là ,,Parts of: you are going to cut the rope,
3181,ágɛ́là át̪ə́vɛ̀,,Parts of: you are going to cut the rope,
3182,át̪ə́vɛ̀ ðàr,,Parts of: you are going to cut the rope,
3183,ŋgɛ́là ŋgát̪ə́và ðàr,,he is going to cut the rope,
3184,ŋgɛ́là ŋgát̪ə̀vɔ́ ðàr,,he is going to cut the rope (far),
3185,ŋgɛ́là ŋgát̪ə̀và ðàr,,he is going to cut the rope,
3186,ŋgɛ́là,,Parts of: he is going to cut the rope,
3187,ŋgát̪ə́và ðàr,,Parts of: he is going to cut the rope,
3188,ŋgɛ́lǎ,,Parts of: he is going to cut the rope,
3189,ŋgɛ́là ,,Parts of: he is going to cut the rope,
3190,íŋgɛ́là ìt̪ə́và ðàr,,I am gong to cut the rope and come back,
3191,ít̪ə́và ðàr,,Parts of: I am gong to cut the rope and come back,
3192,íŋgɛ́là jìt̪ə́vǎ ðàr,,I am gong to cut the rope and come back,
3193,íŋgɛ́là ,,,
3194,íŋgɛ́là ít̪ə́vɛ̀ ðàr,,I am going to cut the rope (to another location),
3195,íŋgɛ́là ít̪ə́và ðàr,,I am gong to cut the rope and come back,
3196,íŋgɛ́là jít̪ə́và ðàr,,I am gong to cut the rope and come back,
3197,ágɛ́là ágát̪ə̀vɔ́ ðàr,,You are going to cut the rope and come back,
3198,ágɛ́là àt̪ə́và ðàr,,You are going to cut the rope,
3199,ŋɡɛ́là ŋ̀nɖì,,he is going to sleep,
3200,ŋgɛ́là ŋə̀t̪ə́vɛ̀ ðàr,,He is going to cut the rope,
3201,ŋgɛ́lǎ ŋə̀t̪ə́vɛ̀ ðàr,,He is going to cut the rope,
3202,ŋgɛ́là ŋə̀t̪ə́vɛ̀ ðár,,He is going to cut the rope,
3203,ŋgɛ́là ŋə̀t̪ə́và ðár,,He is going to cut the rope,
3204,ŋgɛ́là ŋə̀t̪ə́và ðàr,,He is going to cut the rope,
3205,ŋgɛ́là ŋə́t̪ə́và ðár,,He is going to cut the rope,
3206,álɛ́là lə̀t̪ə́vɛ̀ ðàr,,we (dual) are going to cut the rope,
3207,álɛ́là lə́t̪ə́vɛ̀ ðàr,,we (dual) are going to cut the rope,
3208,álɛ́lǎ lə́t̪ə́vɛ̀ ðàr,,we (dual) are going to cut the rope,
3209,álɛ́làŕ lə́t̪ə́vɛ̀ŕ ðàr,,We (incl) are going to cut the rope,
3210,álɛ́làŕ lə́t̪ə́vɛ̀ŕ,,Parts of: We (incl) are going to cut the rope,
3211,álɛ́là lə́t̪ə́vɛ̀ŕ ðàr,,We (incl) are going to cut the rope,
3212,álɛ́là lə́t̪ə́vàŕ,,Parts of: We (incl) are going to cut the rope and come back,
3213,álɛ́là lə̀t̪ə́vàŕ ðàr,,We (incl) are going to cut the rope and come back,
3214,álɛ́là lə́t̪ə́vàŕ ðàr,,We (incl) are going to cut the rope and come back,
3215,álɛ́là lə́t̪ə́vɛ̀ŕ,,Parts of: We (incl) are going to cut the rope,
3216,lə̀t̪ə́vɛ̀ŕ,,Parts of: We (incl) are going to cut the rope,
3217,lə̀t̪ə́vàŕ,,Parts of: We (incl) are going to cut the rope and come back,
3218,àlɛ́là lə̀t̪ə́vɛ̀ŕ ðàr,,Parts of: We (incl) are going to cut the rope,
3219,lə́t̪ə́vɛ̀ŕ,,Parts of: We (incl) are going to cut the rope,
3220,lə́t̪ə́vɛ̀ŕ ðàr,,Parts of: We (incl) are going to cut the rope,
3221,àlɛ́là lə̀t̪ə́vɛ̀ ðár,,we (dual) are going to cut the rope,
3222,álɛ́là lə̀t̪ə́vɛ̀ ðár,,we (dual) are going to cut the rope,
3223,álɛ́là lə́t̪ə́vɛ̀ ðár,,we (dual) are going to cut the rope,
3224,álɛ́là lát̪ə́và ðàr,,We are going to cut the rope,
3225,ɲàlɛ́là ðə́t̪ə́và ðàr,,We are going to cut the rope ,
3226,ɲàlɛ́là ðə́t̪ə́vǎ ðàr,,We (excl) are going to cut the rope,
3227,ɲàlɛ́là ðə́t̪ə́và,,Parts of: We (excl) are going to cut the rope,
3228,ɲàlɛ́là ðə́t̪ə́vǎ,,We (excl) are going to cut the rope,
3229,ðə́t̪ə́và,,Parts of: We (excl) are going to cut the rope,
3230,ɲàlɛ́là,,Parts of: We (excl) are going to cut the rope,
3231,ɲàlɛ́là ðə́t̪ə́và ðár,,We (excl) are going to cut the rope,
3232,lɛ́là ðə́t̪ə́và ðàr,,They are going to cut the rope,
3233,làðɛ́là ðə́t̪ə́và ðàr,,They are going to cut the rope right now,
3234,làðɛ́là,,Parts of: They are going to cut the rope right now,
3235,ɲàlɛ́lǎ,,We are going,
3236,ɲàláðɛ́là ðə́t̪ə́và ðàr,,We all are going (right now) to cut the rope,
3237,ɲàláðɛ́là t̪ə́và ðàr,,We all are going (right now) to cut the rope,
3238,ɲàláðɛ́lǎ,,Parts of: We all are going (right now) to cut the rope,
3239,ɲáláðɛ́lá,,Parts of: You all are going (right now) to cut the rope,
3240,ɲáláðɛ́là ðə́t̪ə́và ðàr,,You all are going (right now) to cut the rope,
3241,lɛ́là ðə́t̪ə̀và ðár,,They are going to cut the rope,
3242,làðɛ́là t̪ə̀và ðàr,,They are going right now to cut the rope,
3243,lɛ́là t̪ə́và ðár,,They are going to cut the rope,
3244,áláðɛ́lǎ lát̪ə́và ðàr,,We (dual) are going to cut the rope right now,
3245,lɛ́là lə̀t̪ə́vɛ̀ ðàr,,They will go and cut the rope,
3246,lɛ́là lə̀t̪ə̀vɛ̀ ðàr,,They will go and cut the rope,
3247,lɛ́là lə̀t̪ə̀vɛ̀ ðár,,They will go and cut the rope,
3248,lɛ́lá lə̀t̪ə̀vɛ̀ ðár,,They will go and cut the rope,
3249,lɛ́là làt̪ə́và ðár,,They will go and cut the rope,
3250,íŋgánɔ́nà nìtʃɔ́lɔ̀,,I'm about to see a brown squirrel,
3251,íŋgánɔ́nà ŋìtʃɔ́lɔ̀ nd̪ɔ̀bà,,I'm about to see a brown squirrel tomorrow,
3252,íŋgánɔ́nà nìtʃɔ́lɔ̀ nd̪ɔ̀bà,,I'm going to see brown squirrels tomorrow,
